produs2,pret
vin alb sec recas castel huniade sauvignon blanc 0.75l,15.29
vin alb demisec beciul domnesc sauvignon blanc 0.75l,15.29
vin rosu reserve de monsieur louis 0.75l,43.3
vin rosu casillero del diablo carmenere 0.75l,35.6
vin alb sec j.p. chenet colombard-sauvignon 0.75l,18.75
vin rosu sec mouton cadet 0.75l,42.85
vin alb sec jidvei feteasca alba 0.75l,12.38
vin alb trapiche varietals sauvignon blanc 0.75l,19.99
vin rosu sec domeniile samburesti rouge de roumanie 0.75l,22.99
vin rosu demisec mosia de la tohani pinot noir 0.75l,23.65
vin rosu caloian crama oprisor 750 ml,26.2
vin rosu demisec cramele halewood feteasca neagra 0.75l,25.9
vin alb sec vinarte castel starmina 0.75l,14.15
vin alb demidulce j.p. chenet medium sweet 0.75l,21.9
vin spumant alb demisec angelli 0.75l,17.63
vin alb demisec casa de vinuri husi 750 ml,6.49
vin rose sec domeniile samburesti 0.75l,21.65
vin rosu demisec recas castel huniade merlot 0.75l,14.85
vin rosu sec prince matei merlot 0.75l,91.27
vin chardonnay alb demisec purcari 0.375l,22.8
vin rosu demidulce cotnari 0.75l,12.05
vin alb demidulce proles pontica muscat ottonel 1.5l,14.89
vin spumant alb demisec zarea crystal collection 1.5l,31.2
vin rosu trapiche varietals cabernet sauvignon 0.75l,19.99
vin alb trapiche chardonnay 0.75l,29.99
vin roze demisec szent istvan korona soproni kekfrankos rose 0.75l,12.99
vin alb demisec prahova valley reserve feteasca alba 0.75l,14.99
vin rosu sec feteasca neagra vinul cavalerului 0.75 l,21.85
vin cabernet sauvignon rosu demisec cervus cepturum 0.75l,13.45
vin alb demisec castel starmina riesling 0.75l,14.15
vin rose caloian 0.75l,21.85
vin alb demisec muscatel 2l,11.25
vin rose demisec nec plus jidvei ultra rose 0.75l,20.15
vin alb demisec prahova valley reserve sauvignon blanc 0.75l,14.99
bautura racoritoare carbogazoasa disney mickey mouse & friends 0.75l,9.66
vin alb demidulce cotnari feteasca alba 0.75l,13.29
vin rosu ocean point shiraz 0.75l,18
vin rosu demisec cramele halewood special reserve feteasca neagra 187ml,4.56
vin rosu demidulce beciul domnesc feteasca neagra 0.375l,9.15
vin rosu demisec craita transilvaniei 0.75l,6.5
vin alb craita transilvaniei 750 ml,7.3
vin alb frontera sauvignon blanc 0.75l,17.15
vin rosu frontera cabernet sauvignon 0.75l,17.15
vin alb demisec feteasca regala budureasca 0.375 ml,10.9
vin alb dry muscat jidvei 750 ml,15.89
vin alb sec caloian sauvignon blanc 0.75l,26.2
vin bob cu bob chardonnay sec bio 0.75l,16.99
vin rosu sec beciul domnesc cabernet sauvignon 0.375l,9.16
vin roze beciul domnesc 0.75l,15.29
vin cupaj roze sec crama basilescu eclipse 750ml,19.04
vin rosu sec la cetate merlot 0.75l,31.86
vin sauvignon blanc alb demisec cervus cepturum 0.75l,13.45
vin dry muscat pasarea maiastra 0.75l,9.99
vin rosu sec crama ceptura merlot 0.75l,32.85
vin alb demisec nec plus ultra jidvei chardonnay barrique 0.75l,18.75
vin rosu sec soare cabernet sauvignon 0.75l,92.05
vin alb riesling dealurile moldovei 750 ml,6.85
bautura racoritoare cu suc de struguri disney tom&jerry 0.75l,9.66
vin spumant alb angelli curve imperial 0.2 l,6.95
cocktail cherry angelli 0.75 l,16.5
"vin vechi, alb demisec cotnari 1.5 l",12.35
vin rosu sec la cetate pinot noir 0.75l,31.86
vin spumant la gioiosa prosecco doc treviso 750ml,38.5
vin alb demisec galbena de odobesti 1.5l,13.51
vin spumant demisec jidvei margaritar 0.75l,23.5
vin alb demisec jidvei 1l,7.8
cocktail fragola angelli 700 l,16.5
sampanie moet&chandon imperial 200ml,83.98
vin spumant rose donelli lambrasco dell'emilia 0.75l,19.99
sampanie moet&chandon imperia brutl 0.75l,246
vin alb demidulce recas castel huniade cardonnay 0.75l,15.29
vin rosu demisec val duna feteasca neagra 3l,28.83
vin rosu cabernet sauvignon ph.bouchard & cie 2013 0.75l,10
vin rosu demidulce premiat pinot noir 0.75l,7.09
vin spumant alb sec angelli presidente 0.75l,17.63
vin alb demisec mosia de la tohani feteasca alba 0.75l,20.85
vin alb private bin sauvignon blanc 0.75l,58.85
vin spumant rose dulce cashmere 0.75l,18.7
vin alb hungarovin tokaji furmint 0.75l,12.99
vin rosu casillero del diablo cabernet sauvignon 0.75l,35.6
feteasca neagra casa panciu 750 ml,18.69
vin rosu dulce sangele ursului 0.75l,12.7
vin alb sec vinul cavalerului riesling 0.75l,21.85
vin rosu sec domeniile samburesti feteasca neagra 0.75l,22.99
vin porto quinta do infantado ruby 0.75l,49.1
vin rosu santa cristina toscana 0.75l,45.15
vin alb semisec feteasca alba pasarea maistra 0.75 l,9.99
vin perlant alb demisec dorato 0.75l,9.42
vin alb sec premiat jidvei riesling 0.75l,13.97
vin alb torres vinasol 0.75l,21.42
vin spumant rose demisec angelli 0.75l,19.2
vin spumant alb demisec rose mary 0.75l,20.6
vin alb sec cotnari francusa vin tanar 0.75l,18.19
vin rosu demisec premiat merlot 0.75l,9.4
vin alb sec domeniile ostrov muscat ottonel 0.75l,14.81
vin rosu sec urlati feteasca neagra 0.75l,15.99
vin rosu sec domeniile tohani cabernet sauvignon 0.75l,13.9
vin syrah rosu sec magnus monte 0.75l,32.85
vin spumant alb dulce cashmere 0.75l,17.2
dorato florentino fragola 0.75 l,10.4
vin spumant rosu donelli lambrasco dell'emilia 0.75l,19.99
vin alb sec oenoteca muscat ottonel 0.75l,28.49
vin alb demidulce tisza valley cserszegi fuszeres 0.75l,12.49
vin alb sec mateus 0.75l,23.49
vin perland demisec ador frizzante 0.75l,8.99
vin rosu sec samburel de olt cabernet sauvignon 0.75l,15.65
vin rosu demisec beciul domnesc pinot noir 0.375l,8.95
vin rosu sec j.p. chenet merlot 0.75l,22.3
vin alb dulce comoara pivnitei tamaioasa romaneasca 0.75l,44.15
vin alb casillero del diablo chardonnay 0.75l,35.6
vin spumant rose demisec jidvei margaritar 0.75l,24.06
feteasca neagra sec 0.75l astrum cervi,19.4
vin rosu demidulce comoara pivnitei burgund 0.75l,8.15
vin alb demisec cotnari tamaioasa romaneasca 0.75l,15.2
vin rosu sec corvo 0.75l,39.25
vin spumant rose sec zarea diamond collection 0.75l,31.05
vin spumant doc zonin prosecco 750ml,40.65
vin rosu demisec premiat feteasca neagra 0.75l,7.9
vin rosu sec negru de purcari 0.75l,118
vin rosu sec rosu de purcari 0.75l,118
vin alb demidulce bostavan sauvignon blanc 1l,17.3
vin alb demidulce muscatel 0.75l,7.28
vin rosu sec bob cu bob cbernet sauvignon 0.75l,16.99
vin rosu sec princiar special reserve cabernet sauvignon 0.75l,33.11
vin alb reverence zghihara de husi 0.75l,12.79
vin spumant alb zarea 750 ml,39.1
dorateo florentino demidulce 0.7 l,9.42
vin rosu dragaica rosie 0.75l,67
vin alb santa cristina umbria 0.75l,30.35
vin spumant alb demisec j.p.chenet blanc de blancs 0.75l,30.18
frizzante rose demisec casa panciu 750 ml,20.82
vin alb sec princiar special reserve sauvignon blanc 0.75l,29.05
vin alb sec casa isarescu sauvignon blanc 0.75l,56.99
vin spumant dulce cinzano 0.75l,23.59
vin rosu sec oenoteca merlot 0.75l,30.75
vin spumant cu suc de piersici dorato 0.75l,10.4
vin alb demisec la crama 3l,25.8
vin rosu dulce sange de taur forte 0.75l,12.09
vin alb sec prahova valley chardonnay 0.75l,23.1
vin alb demisec cotnari xl 0.75l,7.72
vin rosu demidulce val duna pinot noir 3l,28.83
vin demidulce eclipse busuioaca de bohotin 2013 0.75l,19.99
vin alb sec corvo bianco 0.75l,40.9
vin alb sec chablis bovier chardonnay 0.75l,73.8
vin perlant alb demidulce dorato muscat 0.75l,9.42
vin spumant rose jacqueline brut 0.75l,29.6
sampanie capsuni zoo party 0.75l,6.7
vin rosu demisec doi cocosi feteasca neagra 1.5l,12
vin spumant demisec zarea 375 ml,12.7
vin alb sec feteasca alba beciul domnesc 0.75 l,15.29
vin alb sec beciul domnesc riesling 0.75l,15.29
vin rosu demisec comoara pivnitei pinot noir 0.75l,44.15
vin alb demisec premiat sauvignon blanc 0.75l,7.09
vin alb demisec cramele halewood special reserve feteasca regala 0.187l,5.4
vin demisec grasa de cotnari 750 ml,11.89
vin rosu demidulce vinaria ostrov cabernet sauvignon 0.75l,9.4
vin rosu demisec jidvei perla rosu 1.5l,12.8
vin spumant roze demisec athenee palace 750ml,14.86
vin rosu demisec comoara pivnitei crama domnitei feteasca neagra 0.75l,8.15
vin alb sec mouton cadet 0.75l,42.85
vin rosu sec chateau valvis merlot 0.75l,93.3
vin alb sec chateau valvis chardonnay 0.75l,89.5
"vin alb demisec cotnari 1,5 l",11.75
bautura racoritoare cu suc de piersica disney planes 0.75l,9.66
vin rose sec astrum cervis 0.75l,19.75
sampanie moet&chandon rose imperial brut 0.75l,316.31
vin vinhora rose purcari 750ml,60.5
vin rosu sec casa de vinuri husi reverence cabernet sauvignon  0.75l,12.79
vin rosu sec domeniile samburesti pinot noir 0.75l,22.99
vin alb demisec vinaria ostrov sauvignon blanc 0.75l,9.56
sampanie moet&chandon imperial 375ml,149.73
spumant cinzano asti 750 ml,40.89
vin alb demidulce jidvei traminer 0.75l,11.97
vin alb demisec castel jidvei sauvignon blanc rezerva 0.75l,46.39
vin rosu sec urlati cabernet sauvignon 0.75l,18.99
vin alb demidulce casa de vinuri husi reverence feteasca alba 0.75l,13.9
vin spumant alb donelli lambrasco dell'emilia 0.75l,19.99
vin alb sec zghihara de husi cramele averesti 0.75l,14.99
vin porto cruz pink 0.75l,49.5
vin alb dulce vinoteca cotnari 0.75l,84.43
feteasa regala si muscat ottonel panciu 750 ml,15.23
vin spumant martini brut 0.75l,52.94
vin alb sec aligote 0.75l,12.99
vin alb demidulce premiat tamaioasa romaneasca 0.75l,9.42
vin rosu torres sangre de torro 0.75l,25.7
vin alb torres gran vinasol chardonnay 0.75l,50.48
bautura racoritoare carbogazoasa cu suc de piersica bambino party 0.75l,8.5
vin rosu dulce macho 0.75l,10.4
vin rosu sec chateau valvis cabernet sauvignon 0.75l,86.45
vin rosu sec oenoteca cabernet sauvignon 0.75l,30.1
vin colombard sauvignon jp chenet 250 ml,11.15
vin spumant martini sparkling rose,20.02
vin spumant cu suc de coacaze angelli kir royal 0.75l,16.83
vin de masa alb babanu 2 l,10
vin roze demisec casa de vinuri husi reverence merlot 0.75l,13.2
vin spumant demisec jacqueline 0.75l,28.15
sampanie laurent perrier brut 0.75l,260.78
vin alb demidulce muscatel 1.5l,12.83
vin alb sec beciul domnesc chardonnay 0.75l,15.29
vin alb demisec premiat riesling 0.75l,9.4
vin rosu demisec feteasca neagra premiat ceptura 0.75 ml,9.4
vin alb dulce vinoteca tamaioasa romaneasca 0.75l,109.07
vin alb cabernet sauvignon pasarea maiastra 750 ml,9.99
vin feteasca neagra demisec pasarea maiastra 0.75l,9.99
vin demisec premiat eticheta neagra 750 ml,6.59
vin rosu torres coronas 0.75l,27.85
vin licoros solera 0.75l,36.71
vin vernaccia di san gimignano cecchi 0.75l,46.75
vin cabernet veneto igt corte delle calli 0.75l,20.85
vin rose dulce doua vorbe busuioaca de bohotin  0.75l,12.8
vin rosu demidulce doua vorbe cabernet sauvignon & pinot noir 0.75l,11.2
spumant rose extra dry corte delle calli 0.75l,33.76
spumant cu capsuni zarea 200 ml,4.95
vin alb sec budureasca fume sec 0.75 l,30.52
vin rosu dulce cabernet auselese cotesti 0.75 l,9.45
vin chianti docg cecchi 750ml,35
vin merlot rose cronica vinului 1 l,17.3
vin alb demisec casa de vinuri husi reverence feteasca regala 0.75l,12.79
vin perland imperial demidulce ador frizzante 0.75l,8.99
vin spumant tosti pink moscato 0.75,29.99
vin feteasca regala samburel de olt 0.75l,12.38
vin rose 3l val duna rose de roumanie,28.83
sampanie bruta veuve clicquot brut 0.75l,293
vin alb sec cotul dunarii cramposie selectionata 0.75l,12
sampanie nicolas feuillatte brut reserve 0.75l,186
vin rosu sec premiat cabernet sauvignon 0.75l,7.9
vin rose demidulce doi cocosi busuioaca de bohotin  1.5l,12.95
vin alb sec rusalca alba 0.75l,78.42
vin chardonnay alb sec magnus monte 750ml,32.85
vin rosu chateau florie aude bordeaux 750ml,15
vin alb demisec jidvei perla alb  1.5l,11.3
vin alb demisec beciul domnesc sauvignon blanc 0.375l,8.95
vin porto quinta do infantado tawny 0.75l,59.1
vin orvieto classico cecchi 0.75l,34.85
sampanie dom perignon brut 0.75l,1.02
vin alb demisec comoara pivnitei feteasca regala 0.75l,8.15
vin rosu sec brunello di montalcino 0.75l,170
vin rose secco schlumberger 0.75 l,65.43
vin alb sec rene faure 0.75l,11.99
vin alb demisec jidvei grigorescu sauvignon blanc 0.75l,15.79
vin alb demisec la cetate tamaioasa romaneasca 0.75 l,31.86
vin rosu chateau la croix arnaud bordeaux 750ml,16.75
vin de tara alb demisec la punguta 3l,26.75
vin alb demidulce doua vorbe tamaioasa romaneasca & feteasca regala 0.75l,11.2
vin spumant rose mary 0.75 l,25.25
vin alb cinsault jp chenet 250 ml,11.15
vin riesling demisec cervus ceptrum 0.75l,13.45
vin feteasca regala alb demisesc varancha 0.75l,13.74
vin rosu rosso di montalcino 0.75l,71.4
sampanie g.h.mumm 750ml,171.35
vin alb sec cuvee amanny 0.75l,74.36
sampanie roederer premiat demisec,227.06
vin rosu demisec nea fanica 3l,21.07
feteasca regala + alba averesti 0.75 l,8.99
vin riesling + feteasca alba demidulce varancha 0.75l,13.49
vin cabernet sauvignon+ merlot demidulce vrancha 0.75l,13.49
vin rosu demisec merlot varlancha 0.75 l,13.49
vin rosu sec maiastru mini cab sauv 0.25 l,6.54
vin rosu sec caloian merlot 0.75l,26.2
spumant cinzano gransec 0.75 l,23.19
vin rosu sec cabernet sauvignon budureasca 0.75 l,37.92
vin floare de dor mmuscat ottonel & traminer crama ceptura 0.5 l,56.75
vin spumant schlumberger brut 750ml,71.88
vin samburel de olt,16.15
vin alb demidulce soapta calugarului 0.75l,14.85
vin alb de purcari purcari 0.75l,118
"spumant angelli 1,5 l",41.65
vin alb demisec cupaj alb eclipse 0.75l,21.99
vin spunmant tosti asti docg 0.75l 7%,29.99
vin alb sec cupaj alb vincer 0.75l,15.49
vin demidulce pasarea maiastra 750 ml,9.99
sampanie gh mumm,185.09
vin spumant jidvei extra dry 0.75l,39.4
vin alb dulce ambrosio tamaioasa romaneasca 0.75l,50
vin alb musar jeune 0.75l,86.58
vin rose musar jeune 0.75l,85.37
vin rosu musar jeune 0.75l,85.37
sauvignon blanc maiastru 250 ml,6.55
vin alb origine franta chablis 750ml,45
vin rosu demidulce kunsagi cabernet blanc-cabernet sauvignon 0.75l,12.49
vin spumant angelli 750 ml,19.35
vin alb demisec premiat 1.5l,10.4
vin alb demidulce feteasca husilor 0.75 l,12.35
vin alb demisec doua vorbe feteasca regala 0.75l,11.2
vin spumant cu suc de piersici buenos 0.75l,8.69
vin feteasca alba demisec cervus ceptrum 0.75 l,13.45
vin rosu sec caloian cabernet sauvignon 0.75l,26.2
vin alb sec vinul cavalerului 0. 75l,21.85
caise,3.99
pepene verde,2.29
lamai plasa 500g,4.59
avocado / bucata,3.99
pepene gallia,5.99
cirese,7.99
piersici plate kg,7.99
pere abate,8.99
portocale 1kg,4.49
pere wiliams/packham,7.99
mere granny smith,5.99
mango / bucata,4.49
limes kg,9.99
rodii,14.99
struguri roze,12.99
pere forelle / kg,10.99
smochine deshidratate jasmin 200g,8.46
capsuni caserola 250g.,4.49
pere rosii,9.99
pepene gialetti/honey,5.99
jasmin curmale500g,9.76
nuca cocos,2.69
struguri albi fara samburi,12.49
curmale fara samburi jasmin 250g,4.41
cora stafide 200g,5.09
jasmin merisor indulcit partial deshidratat 250g,8.77
coacaze rosii ecologice 200g,12.49
"jasmin mix agrise,goji,merisor 100g",5.17
caise deshidratate jasmin 250g,11.47
lamai eco 500g,8.99
bio agros avocado twin pack 400g,18.99
afine 125g,5.49
avocado ready to eat!,8.99
prune deshidratate orlando's 200g,9.88
jasmin stafide aurii 500g,11.5
jasmin stafide brune 500g,8.09
stafide aurii dr.oetker 100g,3.28
stafide aurii dr.oetker 50g,1.93
jasmin goji deshidratat 100g,9.6
kiwi eco 450 g,9.99
curmale deshidratate orlando's 200g,9.61
zmeura ecologica 200g,12.49
amestec de fructe uscate dulceturi sublime solaris 150g,5.82
fructul pasiunii,52.99
portocale plasa eco 1 kg,10.99
amestec de fructe uscate tentatii dulci solaris 150g,10.47
smochine deshidratate orlando's 200g,12.7
prune deshidratate jasmin 200g,6.54
nutline cocktail mix stafide si fructe uscate 150g,14.88
amestec de fructe deliciu rosu solaris 125g,9.82
prune deshidratate orlando's 500g,16.78
orlando's stafide aurii 250g,7.3
curmale deshidratate orlando's 500g,13
orlando's porumb prajit si sarat 500g,11.17
orlando's stafide brune 250g,5.29
jasmin cockteil fructe exotice 200g,7.68
merisor si goji pirifan 200g,9.53
stafide brune dr.oetker 100g,3.04
physalis 100 g,5.99
stafide brune dr.oetker 50g,1.7
agrise jasmin 100g,7.9
amestec de seminte si fructe rosii cora degustation 120g,9.99
stafide brune pirifan 200g,4.75
mix de fructe orlando's 250g,14.68
cora amestec fructe 120g,4.39
amestec de fructe si seminte cora degustation 120g,7.02
banane eco 1100g,17.99
elmas stafide aurii 500g,12.09
mango ready to eat!,8.99
cocktail de fructe deshidratate orlando's 250g,8.58
caise deshidratate orlando's 200g,17.82
merisoare in ciocolata pszczotka 90g,4.58
bio natur curmale medjool deshidratate 200g,21.54
orlando's mix fitness 100g,6.85
colonial stafide 50g,1.32
elmas stafide 500g,11.91
caise deshidratate orlando's 400g,26.42
physalis deshidratat jasmin 100g,10.09
orlando's fulgi de cocos 250g,7.95
orlando's cirese rosii confiate 200g,15.24
cocktail de fructe orlando's 400g,19.28
bio natur smochine deshidratate bio 200g,20.64
lamai plasa 1kg,9.99
orlando's stafide brune 500g,10.34
bio natur curmale demeter deshidratate 200g,15.71
bio natur nuci de brazilia crude 150g,20.64
orlando's nature adventure mix 100g,9.77
caise romania,8.99
kumquats,34.99
bio natur caise deshidratate 200g,20.64
bio natur mango deshidratat 125g,20.64
bio natur prune deshidratate 150g,20.64
orlando's stafide aurii 500g,14.75
coacaze rosii 200g,6.49
goji 100g,9.72
nuca de cocos sanovita 250g,12.14
piersici romania,19.99
cirese galbene kg,19.99
coacaze albe ecologice 200g,12.49
cartofi noi romania,1.89
varza noua romaneasca,0.99
cartofi noi,2.49
ardei kapia rosu,7.99
ardei california rosu,10.99
ceapa verde,0.99
pastarnac,2.89
telina radacina,4.79
rosii de gradina,5.99
usturoi,20.99
ardei iute,6.99
morcovi la punga de 1kg,2.49
conopida kg,3.99
castraveti fabio,4.99
vinete kg,5.99
ceapa rosie,2.99
"ridichi rosii rotunde, legatura",1.49
broccoli kg,6.49
ceapa galbena 1kg,1.99
legume mix supa 500g,2.49
sfecla rosie noua,1.79
cartofi rosii noi kg,2.49
gulii,1.59
ciuperci champignon 500g,4.99
usturoi la plasa 225g,6.99
rosii cherry 500g,4.79
ardei california galben,10.99
rosii cherry,8.99
ciuperci champignon pentru grill 1kg,10.99
fasole galbena pastai kg,8.99
cartofi dulci,7.99
telina frunze,2.19
rosii roma la kg,9.99
ciuperci champignon brune 500g,5.99
dovlecei zucchini,4.99
rosii roma 500g,4.49
ciuperci champignon 1kg,9.99
morcovi legatura,1.99
ciuperci champignon 250g,2.99
rosii cherry 250g,2.99
ardei california mix 500g,6.99
sparanghel verde legatura,10.99
rosii mini roma 250g,3.49
ardei verde la kg,10.99
vladi bors 1l,1.75
ciuperci pleurotus 500g,5.99
praz,7.99
varza rosie,5.99
andive 500g,4.99
morcovi eco 500 g,5.69
apio,3.99
rosii eco 500 g,7.99
bors contec 2l,2.7
castraveti eco 300 g,3.99
rosii cherry eco 250 g,6.99
rosii cherry amestec delicios 300g,5.49
rosii cherry tigrelli 250g,4.49
ridichi albe,5.99
mazare pastai kg,3.99
ardei kapia eco 250gr,10.99
ceapa galbena eco 750 g,7.99
fenicul,8.99
rosii cherry galbene 250g,4.49
gulii violete/bucata,1.79
fasole rosie,8.99
usturoi eco 90g,5.99
ardei charleston eco 230g,9.99
castraveti eco 350g,8.99
hribi uscati 50g,16.99
magia padurii galbiori uscati 50g,15.99
dovlecel eco 420g,8.99
germalex germeni mix 50g,4.99
amestec de legume deshidratat pirifan 200g,6.99
magia padurii mixt ciuperci uscate 50g,14.99
germalex lastari de ceapa rosie 50g,4.99
germalex germeni de lucerna 50g,3.49
germalex germeni de lucerna varza rosie broccoli 50g,4.99
